l2_error	h1_semi_error	h2_semi_error
2.33E-05	7.54E-05	1.54E-04
1.61E-06	5.31E-06	9.71E-06
1.03E-07	3.43E-07	6.11E-07
6.51E-09	2.16E-08	3.83E-08
4.07E-10	1.35E-09	2.40E-09
2.55E-11	8.45E-11	1.49E-10
1.62E-12	5.36E-12	1.67E-11
1.18E-13	4.44E-13	6.18E-11
3.47E-13	1.21E-12	2.36E-10
2.49E-13	1.46E-12	9.78E-10
9.14E-13	5.53E-12	3.94E-09
1.89E-12	1.15E-11	1.61E-08
4.51E-12	2.58E-11	6.29E-08
1.17E-11	1.02E-10	2.51E-07
1.53E-10	8.16E-10	9.98E-07
1.41E-10	5.96E-10	4.02E-06
