l2_error	h1_semi_error	h2_semi_error
5.28E-02	2.90E-01	2.00E+00
1.37E-02	1.45E-01	2.00E+00
3.44E-03	7.22E-02	2.00E+00
8.63E-04	3.61E-02	2.00E+00
2.16E-04	1.80E-02	2.00E+00
5.40E-05	9.02E-03	2.00E+00
1.35E-05	4.51E-03	2.00E+00
3.37E-06	2.26E-03	2.00E+00
8.43E-07	1.13E-03	2.00E+00
2.11E-07	5.64E-04	2.00E+00
5.27E-08	2.82E-04	2.00E+00
1.32E-08	1.41E-04	2.00E+00
3.30E-09	7.05E-05	2.00E+00
8.57E-10	3.52E-05	2.00E+00
3.34E-10	1.76E-05	2.00E+00
6.00E-10	8.81E-06	2.00E+00
