l2_error	h1_semi_error	h2_semi_error
1.56E-04	5.71E-04	9.05E-04
1.08E-05	3.69E-05	5.78E-05
6.97E-07	2.33E-06	3.62E-06
4.39E-08	1.46E-07	2.26E-07
2.75E-09	9.13E-09	1.41E-08
1.72E-10	5.71E-10	8.84E-10
1.08E-11	3.57E-11	5.51E-11
7.22E-13	2.37E-12	9.18E-12
1.71E-13	6.05E-13	3.72E-11
5.23E-13	2.15E-12	1.49E-10
2.63E-12	9.47E-12	5.94E-10
1.06E-11	3.80E-11	2.30E-09
4.66E-11	1.67E-10	9.18E-09
1.77E-10	6.30E-10	3.71E-08
7.05E-10	2.53E-09	1.48E-07
2.73E-09	9.76E-09	5.88E-07
