l2_error	h1_semi_error	h2_semi_error
9.55E-17	5.07E-16	5.22E-15
2.22E-17	3.43E-16	7.51E-15
1.88E-16	1.99E-15	6.12E-14
9.67E-16	5.15E-15	1.77E-13
6.85E-16	8.75E-15	8.86E-13
5.77E-15	2.56E-14	3.14E-12
9.73E-15	6.34E-14	1.24E-11
1.32E-14	1.17E-13	4.98E-11
1.78E-13	9.17E-13	2.02E-10
3.23E-13	1.95E-12	8.03E-10
2.27E-12	1.37E-11	3.24E-09
3.73E-12	2.70E-11	1.28E-08
3.23E-11	1.48E-10	5.22E-08
6.78E-11	4.94E-10	2.05E-07
1.50E-10	1.03E-09	8.38E-07
8.89E-10	4.19E-09	3.27E-06
