l2_error	h1_semi_error	h2_semi_error
3.62E-02	2.92E-01	2.00E+00
8.39E-03	1.45E-01	2.00E+00
2.06E-03	7.23E-02	2.00E+00
5.12E-04	3.61E-02	2.00E+00
1.28E-04	1.80E-02	2.00E+00
3.19E-05	9.02E-03	2.00E+00
7.98E-06	4.51E-03	2.00E+00
1.99E-06	2.26E-03	2.00E+00
4.99E-07	1.13E-03	2.00E+00
1.25E-07	5.64E-04	2.00E+00
3.12E-08	2.82E-04	2.00E+00
7.79E-09	1.41E-04	2.00E+00
1.95E-09	7.05E-05	2.00E+00
5.16E-10	3.52E-05	2.00E+00
2.44E-10	1.76E-05	2.00E+00
6.91E-10	8.81E-06	2.00E+00
