l2_error	h1_semi_error	h2_semi_error
6.24E-02	2.97E-01	2.00E+00
1.72E-02	1.46E-01	2.00E+00
4.40E-03	7.24E-02	2.00E+00
1.11E-03	3.61E-02	2.00E+00
2.77E-04	1.80E-02	2.00E+00
6.92E-05	9.02E-03	2.00E+00
1.73E-05	4.51E-03	2.00E+00
4.33E-06	2.26E-03	2.00E+00
1.08E-06	1.13E-03	2.00E+00
2.70E-07	5.64E-04	2.00E+00
6.76E-08	2.82E-04	2.00E+00
1.69E-08	1.41E-04	2.00E+00
4.24E-09	7.05E-05	2.00E+00
1.11E-09	3.52E-05	2.00E+00
4.64E-10	1.76E-05	2.00E+00
8.74E-10	8.81E-06	2.00E+00
