l2_error	h1_semi_error	h2_semi_error
7.02E-05	2.24E-04	4.29E-04
5.15E-06	1.63E-05	2.70E-05
3.33E-07	1.05E-06	1.69E-06
2.10E-08	6.60E-08	1.06E-07
1.32E-09	4.13E-09	6.61E-09
8.23E-11	2.58E-10	4.11E-10
5.16E-12	1.62E-11	2.48E-11
2.16E-13	7.37E-13	6.22E-11
5.16E-13	2.00E-12	2.58E-10
3.60E-13	1.75E-12	9.43E-10
1.48E-12	6.46E-12	3.94E-09
2.16E-12	1.27E-11	1.57E-08
1.51E-11	6.36E-11	6.30E-08
1.35E-11	7.21E-11	2.53E-07
1.00E-11	1.91E-10	1.01E-06
1.71E-10	1.09E-09	4.06E-06
