l2_error	h1_semi_error	h2_semi_error
4.68E-06	1.63E-05	7.96E-05
7.12E-08	2.41E-07	2.48E-06
1.11E-09	3.72E-09	7.74E-08
1.74E-11	5.80E-11	2.42E-09
2.69E-13	9.00E-13	7.57E-11
1.84E-14	8.70E-14	1.27E-11
2.38E-14	1.94E-13	5.18E-11
8.65E-14	7.14E-13	1.95E-10
4.40E-13	3.13E-12	7.64E-10
2.43E-13	3.14E-12	3.00E-09
2.82E-12	1.20E-11	1.23E-08
3.81E-12	2.90E-11	4.81E-08
8.87E-12	8.67E-11	1.95E-07
4.46E-11	3.19E-10	7.76E-07
2.71E-10	1.31E-09	3.13E-06
2.02E-10	2.40E-09	1.25E-05
