||e_p||_L2	||e_p||_H1semi	||e_p||_H2semi
5.55E-007	2.20E-005	1.13E-003
9.45E-009	7.52E-007	7.72E-005
1.49E-010	2.38E-008	4.89E-006
2.35E-012	7.45E-010	3.06E-007
6.69E-013	2.34E-011	1.92E-008
2.56E-012	8.12E-012	1.23E-009
1.05E-011	3.33E-011	1.27E-009
4.25E-011	1.34E-010	7.31E-009
1.69E-010	5.34E-010	4.80E-008
6.78E-010	2.14E-009	2.59E-007
2.72E-009	8.60E-009	1.56E-006
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
