||e_p||_L2	||e_p||_H1semi	||e_p||_H2semi
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
9.42E-008	3.38E-007	1.28E-005
2.00E-007	7.10E-007	1.61E-005
4.78E-007	1.66E-006	5.29E-005
2.65E-006	9.90E-006	2.20E-004
1.94E-006	6.98E-006	1.17E-003
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
