||e_p||_L2	||e_p||_H1semi	||e_p||_H2semi
3.31E-002	2.33E-001	1.60E+000
8.33E-003	1.16E-001	1.60E+000
2.09E-003	5.78E-002	1.60E+000
5.21E-004	2.89E-002	1.60E+000
1.30E-004	1.45E-002	1.60E+000
3.26E-005	7.23E-003	1.60E+000
8.15E-006	3.61E-003	1.60E+000
2.04E-006	1.81E-003	1.60E+000
5.09E-007	9.03E-004	1.60E+000
1.27E-007	4.52E-004	1.60E+000
3.18E-008	2.26E-004	1.60E+000
7.96E-009	1.13E-004	1.60E+000
1.99E-009	5.65E-005	1.60E+000
4.97E-010	2.82E-005	1.60E+000
1.24E-010	1.41E-005	1.60E+000
2.99E-011	7.06E-006	1.60E+000
