l2_error	h1_semi_error	h2_semi_error
1.18E-02	1.79E-14	3.66E-13
2.95E-03	3.37E-14	1.39E-12
7.37E-04	6.28E-14	5.21E-12
1.84E-04	1.19E-13	1.96E-11
4.60E-05	4.78E-13	1.35E-10
1.15E-05	1.72E-12	9.13E-10
2.88E-06	1.95E-12	2.13E-09
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
