l2_error	h1_semi_error	h2_semi_error
7.68E-02	1.02E-15	1.78E-14
3.52E-02	1.52E-15	3.76E-14
1.72E-02	1.78E-14	7.91E-13
8.52E-03	1.19E-14	9.69E-13
4.25E-03	3.53E-13	7.37E-11
2.13E-03	1.41E-13	5.15E-11
1.06E-03	5.30E-13	4.06E-10
5.32E-04	6.69E-13	9.82E-10
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
