||e_p||_L2	||e_p||_H1semi	||e_p||_H2semi
5.13E-002	1.77E+000	5.71E+001
5.45E-003	2.44E-001	1.91E+001
5.66E-004	5.55E-002	8.21E+000
1.63E-005	3.23E-003	9.74E-001
5.13E-007	2.04E-004	1.23E-001
1.62E-008	1.28E-005	1.56E-002
5.06E-010	8.04E-007	1.95E-003
2.57E-011	5.03E-008	2.44E-004
6.79E-011	3.15E-009	3.05E-005
2.92E-010	9.73E-010	3.82E-006
