||e_p||_L2	||e_p||_H1semi	||e_p||_H2semi
2.05E-004	5.28E-003	2.01E-001
1.11E-005	5.47E-004	4.07E-002
2.91E-007	2.88E-005	4.36E-003
9.17E-009	1.82E-006	5.53E-004
2.87E-010	1.14E-007	6.93E-005
8.99E-011	7.14E-008	8.67E-005
1.15E-011	4.46E-009	1.08E-005
4.92E-011	3.19E-010	1.35E-006
1.80E-010	5.66E-010	1.70E-007
7.18E-010	2.26E-009	3.16E-008
