||e_p||_L2	||e_p||_H1semi	||e_p||_H2semi
1.50E-011	3.73E-010	1.42E-008
5.22E-013	2.59E-011	1.97E-009
3.88E-014	1.66E-012	2.52E-010
1.49E-013	4.90E-013	3.35E-011
6.62E-013	2.11E-012	4.38E-011
3.28E-012	1.04E-011	1.71E-010
1.61E-011	5.11E-011	6.70E-010
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
