||e_p||_L2	||e_p||_H1semi	||e_p||_H2semi
1.47E-008	3.67E-007	1.40E-005
5.08E-010	2.52E-008	1.92E-006
1.62E-011	1.61E-009	2.44E-007
5.32E-013	1.01E-010	3.07E-008
6.60E-013	6.67E-012	3.84E-009
3.24E-012	1.03E-011	5.08E-010
1.61E-011	5.11E-011	6.67E-010
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
0.00E+000	0.00E+000	0.00E+000
