1.00E-02	1.00E-01	1.00E+00	1.00E+01	1.00E+02
76.16	76.16	76.16	76.16	76.16
285.74	285.74	285.74	285.74	285.74
1110.4	1110.4	1110.4	1110.4	1110.4
4382.1	4382.1	4382.1	4382.1	4382.1
17493	17493	17493	17493	17493
69972	69972	69972	69972	69972
279888	279888	279888	279888	279888
1119552	1119552	1119552	1119552	1119552
4478208	4478208	4478208	4478208	4478208
17912832	17912832	17912832	17912832	17912832
