deg = 1	deg = 2	deg = 3	deg = 4	deg = 5
1	4.000008	30.927749	339.946629	4177.60456
3.152997	4.004432	29.509104	269.247206	3220.788849
12.820855	5.217236	29.19282	240.018895	2148.756723
51.710414	19.767623	28.560618	222.545354	1813.120192
207.275909	78.135891	82.103066	215.000824	1701.115186
828.825464	311.469923	327.259403	381.656922	1688.566626
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
