l2_error	h1_semi_error	h2_semi_error
1.43E-07	3.13E-08	2.29E-06
2.41E-09	2.34E-10	4.39E-08
3.79E-11	2.22E-12	7.76E-10
5.91E-13	2.60E-12	1.31E-09
1.14E-13	7.62E-12	6.35E-09
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
