l2_error	h1_semi_error	h2_semi_error
4.19E-02	4.58E-02	3.01E-01
2.09E-02	1.22E-02	1.50E-01
1.04E-02	3.08E-03	7.49E-02
5.20E-03	7.73E-04	3.74E-02
2.60E-03	1.93E-04	1.87E-02
1.30E-03	4.84E-05	9.36E-03
6.50E-04	1.21E-05	4.68E-03
3.25E-04	3.02E-06	2.34E-03
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
