l2_error	h1_semi_error	h2_semi_error
3.33E-03	2.89E-02	3.72E-01
8.34E-04	1.53E-02	2.82E-01
1.04E-04	3.95E-03	1.45E-01
1.30E-05	9.97E-04	7.31E-02
1.62E-06	2.50E-04	3.66E-02
2.03E-07	6.25E-05	1.83E-02
2.53E-08	1.56E-05	9.17E-03
3.17E-09	3.91E-06	4.58E-03
4.06E-10	9.77E-07	2.29E-03
3.67E-10	2.44E-07	1.15E-03
0.00E+00	0.00E+00	0.00E+00
