l2_error	h1_semi_error	h2_semi_error
1.75E-03	1.66E-02	2.27E-01
8.29E-05	1.60E-03	4.55E-02
5.17E-06	2.02E-04	1.15E-02
3.22E-07	2.52E-05	2.87E-03
2.01E-08	3.15E-06	7.18E-04
1.25E-09	3.94E-07	1.80E-04
7.52E-11	4.93E-08	4.49E-05
7.48E-11	6.16E-09	1.12E-05
3.04E-10	1.23E-09	2.80E-06
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
