l2_error	h1_semi_error	h2_semi_error
3.30E-07	4.66E-06	3.26E-04
7.31E-10	2.00E-08	2.78E-06
3.59E-12	1.90E-10	5.35E-08
1.16E-12	4.23E-12	8.83E-10
5.02E-12	1.61E-11	7.34E-10
2.09E-11	6.63E-11	2.95E-09
8.52E-11	2.69E-10	1.18E-08
3.45E-10	1.09E-09	4.73E-08
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
