l2_error	h1_semi_error	h2_semi_error
1.18E-01	4.12E-01	1.60E+00
3.11E-02	1.91E-01	1.60E+00
8.17E-03	9.47E-02	1.60E+00
2.07E-03	4.72E-02	1.60E+00
5.19E-04	2.36E-02	1.60E+00
1.30E-04	1.18E-02	1.60E+00
3.24E-05	5.90E-03	1.60E+00
8.11E-06	2.95E-03	1.60E+00
2.03E-06	1.48E-03	1.60E+00
5.07E-07	7.38E-04	1.60E+00
0.00E+00	0.00E+00	0.00E+00
