l2_error	h1_semi_error	h2_semi_error
3.63E-05	6.03E-04	1.44E-02
3.06E-06	1.32E-04	5.29E-03
8.69E-08	8.16E-06	6.55E-04
2.67E-09	5.11E-07	8.19E-05
8.30E-11	3.20E-08	1.02E-05
2.66E-12	2.00E-09	1.28E-06
2.33E-12	1.25E-10	1.60E-07
9.59E-12	3.15E-11	2.07E-08
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
