l2_error	h1_semi_error	h2_semi_error
5.62E-07	1.05E-05	3.47E-04
1.12E-08	4.91E-07	5.41E-05
8.17E-11	7.28E-09	1.59E-06
1.22E-12	1.13E-10	4.95E-08
4.43E-12	1.41E-11	1.57E-09
1.80E-11	5.68E-11	1.22E-09
7.26E-11	2.29E-10	4.87E-09
2.91E-10	9.18E-10	1.95E-08
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00
